GeneMANIA Results
Plugin Version	3.2.1 (20130510-1552)
Data Version	custom
Report Generated	Mon Jul 10 17:26:18 EDT 2017

Gene	Score	Description
TCGA-B0-4823	TCGA-CJ-5679	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-4823	TCGA-CZ-5455	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-4823	TCGA-DV-5576	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-4841	TCGA-B0-4691	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-4841	TCGA-B0-5092	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-4841	TCGA-DV-5576	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5092	TCGA-DV-5576	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5096	TCGA-B0-4691	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5096	TCGA-B0-4712	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5096	TCGA-B0-4811	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5096	TCGA-B0-4823	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5096	TCGA-B0-4841	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5096	TCGA-B0-5092	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5096	TCGA-B0-5102	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5096	TCGA-CJ-5676	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5096	TCGA-CJ-5679	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5096	TCGA-CJ-6031	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5096	TCGA-CW-5589	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5096	TCGA-CZ-4865	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5096	TCGA-CZ-5455	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5096	TCGA-CZ-5462	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5096	TCGA-DV-5576	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5102	TCGA-B0-4691	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5102	TCGA-B0-4712	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5102	TCGA-B0-4811	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5102	TCGA-B0-4823	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5102	TCGA-B0-4841	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5102	TCGA-B0-5092	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5102	TCGA-CJ-5679	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5102	TCGA-CJ-6031	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5102	TCGA-CW-5589	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5102	TCGA-CZ-4865	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5102	TCGA-CZ-5455	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5102	TCGA-CZ-5462	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-5102	TCGA-DV-5576	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-B0-4691	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-B0-4712	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-B0-4811	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-B0-4823	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-B0-4841	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-B0-5092	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-B0-5096	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-B0-5102	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-CJ-5676	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-CJ-5679	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-CJ-6031	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-CW-5589	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-CZ-4865	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-CZ-5455	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-CZ-5462	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-BP-5168	TCGA-DV-5576	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5676	TCGA-B0-4691	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5676	TCGA-B0-4712	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5676	TCGA-B0-4811	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5676	TCGA-B0-4823	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5676	TCGA-B0-4841	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5676	TCGA-B0-5092	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5676	TCGA-B0-5102	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5676	TCGA-CJ-5679	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5676	TCGA-CJ-6031	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5676	TCGA-CW-5589	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5676	TCGA-CZ-4865	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5676	TCGA-CZ-5455	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5676	TCGA-CZ-5462	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5676	TCGA-DV-5576	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5679	TCGA-B0-4691	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5679	TCGA-B0-4841	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5679	TCGA-B0-5092	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-5679	TCGA-DV-5576	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-6031	TCGA-B0-4691	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-6031	TCGA-B0-4712	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-6031	TCGA-B0-4811	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-6031	TCGA-B0-4823	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-6031	TCGA-B0-4841	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-6031	TCGA-B0-5092	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-6031	TCGA-CJ-5679	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-6031	TCGA-CZ-4865	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-6031	TCGA-CZ-5455	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-6031	TCGA-CZ-5462	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CJ-6031	TCGA-DV-5576	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CW-5589	TCGA-B0-4691	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CW-5589	TCGA-B0-4712	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CW-5589	TCGA-B0-4811	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CW-5589	TCGA-B0-4823	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CW-5589	TCGA-B0-4841	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CW-5589	TCGA-B0-5092	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CW-5589	TCGA-CJ-5679	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CW-5589	TCGA-CJ-6031	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CW-5589	TCGA-CZ-4865	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CW-5589	TCGA-CZ-5455	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CW-5589	TCGA-CZ-5462	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CW-5589	TCGA-DV-5576	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-4865	TCGA-B0-4691	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-4865	TCGA-B0-4811	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-4865	TCGA-B0-4823	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-4865	TCGA-B0-4841	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-4865	TCGA-B0-5092	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-4865	TCGA-CJ-5679	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-4865	TCGA-CZ-5455	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-4865	TCGA-DV-5576	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5455	TCGA-B0-4691	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5455	TCGA-B0-4841	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5455	TCGA-B0-5092	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5455	TCGA-CJ-5679	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5455	TCGA-DV-5576	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5462	TCGA-B0-4691	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5462	TCGA-B0-4811	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5462	TCGA-B0-4823	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5462	TCGA-B0-4841	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5462	TCGA-B0-5092	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5462	TCGA-CJ-5679	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5462	TCGA-CZ-4865	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5462	TCGA-CZ-5455	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5462	TCGA-DV-5576	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-AK-3428	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-B0-4691	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-B0-4712	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-B0-4811	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-B0-4823	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-B0-4841	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-B0-5092	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-B0-5096	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-B0-5102	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-BP-5168	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-CJ-5676	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-CJ-5679	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-CJ-6031	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-CW-5589	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-CZ-4865	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-CZ-5455	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-CZ-5462	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-CZ-5985	TCGA-DV-5576	0.07609569906238285	dummy_group	MUT_RNA_POLYMERASE_I_TRANSCRIPTION_cont
TCGA-B0-4844	TCGA-B0-4707	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-B0-4844	TCGA-BP-4770	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-B0-4844	TCGA-CZ-4865	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-B0-4844	TCGA-CZ-5455	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-BP-4770	TCGA-B0-4707	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-BP-4770	TCGA-CZ-5455	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CJ-5677	TCGA-B0-4707	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CJ-5677	TCGA-B0-4844	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CJ-5677	TCGA-BP-4770	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CJ-5677	TCGA-CZ-4865	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CJ-5677	TCGA-CZ-5455	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CW-5589	TCGA-B0-4707	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CW-5589	TCGA-B0-4844	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CW-5589	TCGA-BP-4770	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CW-5589	TCGA-CJ-5677	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CW-5589	TCGA-CZ-4865	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CW-5589	TCGA-CZ-5455	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CZ-4865	TCGA-B0-4707	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CZ-4865	TCGA-BP-4770	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CZ-4865	TCGA-CZ-5455	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CZ-5455	TCGA-B0-4707	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CZ-5458	TCGA-B0-4707	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CZ-5458	TCGA-B0-4844	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CZ-5458	TCGA-BP-4770	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CZ-5458	TCGA-CJ-5677	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CZ-5458	TCGA-CW-5589	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CZ-5458	TCGA-CZ-4865	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-CZ-5458	TCGA-CZ-5455	0.1746943959339122	dummy_group	MUT_SA_G1_AND_S_PHASES_cont
TCGA-B0-4691	TCGA-B0-5080	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4691	TCGA-B0-5107	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4697	TCGA-B0-4691	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4697	TCGA-B0-5080	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4697	TCGA-B0-5107	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4697	TCGA-CJ-5680	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4697	TCGA-CZ-5461	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-B0-4691	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-B0-4697	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-B0-4843	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-B0-4844	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-B0-5080	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-B0-5094	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-B0-5107	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-BP-5010	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-BP-5176	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-CJ-5677	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-CJ-5679	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-CJ-5680	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-CW-5580	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-CZ-4865	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-CZ-5455	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-CZ-5461	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-CZ-5469	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4842	TCGA-CZ-5987	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4843	TCGA-B0-4691	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4843	TCGA-B0-4697	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4843	TCGA-B0-5080	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4843	TCGA-B0-5094	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4843	TCGA-B0-5107	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4843	TCGA-CJ-5680	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4843	TCGA-CZ-5461	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4844	TCGA-B0-4691	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4844	TCGA-B0-4697	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4844	TCGA-B0-4843	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4844	TCGA-B0-5080	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4844	TCGA-B0-5094	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
TCGA-B0-4844	TCGA-B0-5107	0.10168309474489771	dummy_group	MUT_SIGNALING_BY_TGF-BETA_RECEPTOR_COMPLEX_cont
