GeneMANIA Results
Plugin Version	3.2.1 (20130510-1552)
Data Version	custom
Report Generated	Mon Jul 10 17:26:18 EDT 2017

Gene	Score	Description
TCGA-CZ-5467	TCGA-CJ-4920	0.04038480241138448	dummy_group	MUT_DERMATAN_SULFATE_BIOSYNTHESIS_cont
TCGA-B0-4811	TCGA-B0-5080	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4811	TCGA-B0-5094	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4811	TCGA-B0-5694	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4811	TCGA-BP-5173	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4811	TCGA-CJ-4918	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4811	TCGA-CZ-5468	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4811	TCGA-CZ-5469	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4844	TCGA-B0-4811	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4844	TCGA-B0-5080	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4844	TCGA-B0-5094	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4844	TCGA-B0-5694	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4844	TCGA-BP-5173	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4844	TCGA-CJ-4918	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4844	TCGA-CZ-5462	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4844	TCGA-CZ-5468	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4844	TCGA-CZ-5469	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-5094	TCGA-B0-5080	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-5094	TCGA-B0-5694	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-5094	TCGA-BP-5173	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-5694	TCGA-B0-5080	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-BP-5173	TCGA-B0-5080	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-BP-5173	TCGA-B0-5694	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-4918	TCGA-B0-5080	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-4918	TCGA-B0-5094	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-4918	TCGA-B0-5694	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-4918	TCGA-BP-5173	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-4918	TCGA-CZ-5468	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-5677	TCGA-B0-4811	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-5677	TCGA-B0-4844	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-5677	TCGA-B0-5080	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-5677	TCGA-B0-5094	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-5677	TCGA-B0-5694	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-5677	TCGA-BP-5173	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-5677	TCGA-CJ-4918	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-5677	TCGA-CZ-5462	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-5677	TCGA-CZ-5468	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-5677	TCGA-CZ-5469	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-6030	TCGA-B0-4811	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-6030	TCGA-B0-4844	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-6030	TCGA-B0-5080	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-6030	TCGA-B0-5094	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-6030	TCGA-B0-5694	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-6030	TCGA-BP-5173	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-6030	TCGA-CJ-4918	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-6030	TCGA-CJ-5677	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-6030	TCGA-CZ-5462	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-6030	TCGA-CZ-5468	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CJ-6030	TCGA-CZ-5469	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CW-5589	TCGA-B0-4811	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CW-5589	TCGA-B0-4844	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CW-5589	TCGA-B0-5080	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CW-5589	TCGA-B0-5094	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CW-5589	TCGA-B0-5694	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CW-5589	TCGA-BP-5173	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CW-5589	TCGA-CJ-4918	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CW-5589	TCGA-CJ-5677	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CW-5589	TCGA-CJ-6030	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CW-5589	TCGA-CZ-5462	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CW-5589	TCGA-CZ-5468	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CW-5589	TCGA-CZ-5469	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5462	TCGA-B0-4811	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5462	TCGA-B0-5080	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5462	TCGA-B0-5094	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5462	TCGA-B0-5694	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5462	TCGA-BP-5173	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5462	TCGA-CJ-4918	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5462	TCGA-CZ-5468	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5462	TCGA-CZ-5469	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5468	TCGA-B0-5080	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5468	TCGA-B0-5094	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5468	TCGA-B0-5694	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5468	TCGA-BP-5173	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5469	TCGA-B0-5080	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5469	TCGA-B0-5094	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5469	TCGA-B0-5694	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5469	TCGA-BP-5173	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5469	TCGA-CJ-4918	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-CZ-5469	TCGA-CZ-5468	0.4188564233973211	dummy_group	MUT_DNA_DAMAGE_BYPASS_cont
TCGA-B0-4697	TCGA-B0-4828	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4697	TCGA-B0-5694	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4697	TCGA-CZ-5461	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4810	TCGA-B0-4697	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4810	TCGA-B0-4811	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4810	TCGA-B0-4828	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4810	TCGA-B0-5694	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4810	TCGA-BP-5189	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4810	TCGA-CJ-4920	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4810	TCGA-CJ-5679	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4810	TCGA-CZ-5461	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4810	TCGA-CZ-5468	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4810	TCGA-CZ-5469	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4811	TCGA-B0-4697	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4811	TCGA-B0-4828	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4811	TCGA-B0-5694	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4811	TCGA-BP-5189	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4811	TCGA-CJ-4920	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4811	TCGA-CJ-5679	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4811	TCGA-CZ-5461	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4811	TCGA-CZ-5468	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4811	TCGA-CZ-5469	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4823	TCGA-B0-4697	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4823	TCGA-B0-4810	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4823	TCGA-B0-4811	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4823	TCGA-B0-4828	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4823	TCGA-B0-5694	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4823	TCGA-BP-5189	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4823	TCGA-CJ-4920	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4823	TCGA-CJ-5679	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4823	TCGA-CZ-5461	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4823	TCGA-CZ-5468	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4823	TCGA-CZ-5469	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4844	TCGA-B0-4697	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4844	TCGA-B0-4810	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4844	TCGA-B0-4811	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4844	TCGA-B0-4823	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4844	TCGA-B0-4828	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4844	TCGA-B0-5694	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4844	TCGA-BP-5189	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4844	TCGA-CJ-4920	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4844	TCGA-CJ-5679	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4844	TCGA-CZ-5461	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4844	TCGA-CZ-5468	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-4844	TCGA-CZ-5469	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5694	TCGA-B0-4828	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5694	TCGA-CZ-5461	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-B0-4697	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-B0-4810	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-B0-4811	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-B0-4823	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-B0-4828	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-B0-4844	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-B0-5694	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-B0-5705	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-BP-5170	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-BP-5180	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-BP-5189	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-CJ-4907	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-CJ-4920	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-CJ-5677	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-CJ-5679	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-CZ-5461	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-CZ-5468	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5699	TCGA-CZ-5469	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-B0-4697	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-B0-4810	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-B0-4811	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-B0-4823	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-B0-4828	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-B0-4844	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-B0-5694	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-BP-5170	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-BP-5189	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-CJ-4907	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-CJ-4920	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-CJ-5677	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-CJ-5679	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-CZ-5461	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-CZ-5468	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-B0-5705	TCGA-CZ-5469	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5170	TCGA-B0-4697	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5170	TCGA-B0-4810	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5170	TCGA-B0-4811	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5170	TCGA-B0-4823	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5170	TCGA-B0-4828	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5170	TCGA-B0-4844	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5170	TCGA-B0-5694	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5170	TCGA-BP-5189	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5170	TCGA-CJ-4907	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5170	TCGA-CJ-4920	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5170	TCGA-CJ-5677	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5170	TCGA-CJ-5679	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5170	TCGA-CZ-5461	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5170	TCGA-CZ-5468	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5170	TCGA-CZ-5469	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-B0-4697	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-B0-4810	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-B0-4811	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-B0-4823	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-B0-4828	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-B0-4844	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-B0-5694	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-B0-5705	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-BP-5170	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-BP-5189	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-CJ-4907	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-CJ-4920	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-CJ-5677	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-CJ-5679	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-CZ-5461	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-CZ-5468	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5180	TCGA-CZ-5469	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5189	TCGA-B0-4697	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5189	TCGA-B0-4828	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5189	TCGA-B0-5694	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5189	TCGA-CZ-5461	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-BP-5189	TCGA-CZ-5468	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-CJ-4907	TCGA-B0-4697	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-CJ-4907	TCGA-B0-4810	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-CJ-4907	TCGA-B0-4811	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-CJ-4907	TCGA-B0-4823	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-CJ-4907	TCGA-B0-4828	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-CJ-4907	TCGA-B0-4844	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-CJ-4907	TCGA-B0-5694	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-CJ-4907	TCGA-BP-5189	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-CJ-4907	TCGA-CJ-4920	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-CJ-4907	TCGA-CJ-5677	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-CJ-4907	TCGA-CJ-5679	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-CJ-4907	TCGA-CZ-5461	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
TCGA-CJ-4907	TCGA-CZ-5468	0.20926074974622466	dummy_group	MUT_EUKARYOTIC_TRANSLATION_INITIATION_cont
